dt,sunrise,sunset,moonrise,moonset,moon_phase,summary,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,clouds,pop,uvi,temp.day,temp.min,temp.max,temp.night,temp.eve,temp.morn,feels_like.day,feels_like.night,feels_like.eve,feels_like.morn,rain,lat,lon,city,weather.id,weather.main,weather.description,weather.icon,date,icon_score,daily_score,city_score,city_score_normalized
1772708400,1772690682,1772731214,1772740680,1772692560,0.57,"You can expect clear sky in the morning, with partly cloudy in the afternoon",1021,52,3.72,1.6,133,1.2,0,0.0,1.95,13.58,2.57,15.89,9.62,12.15,2.99,12.35,9.62,11.07,2.99,,48.0448,7.308,Eguisheim,800,Clear,clear sky,01d,2026-03-05 11:00:00,5,6,1.4285714285714286,0.78125
1772794800,1772776963,1772817704,1772831340,1772779860,0.6,There will be partly cloudy today,1022,62,5.72,2.75,31,3.68,100,0.0,1.78,13.21,7.12,14.99,8.96,11.47,7.62,12.21,8.26,10.55,7.62,,48.0448,7.308,Eguisheim,804,Clouds,overcast clouds,04d,2026-03-06 11:00:00,2,2,1.4285714285714286,0.78125
1772881200,1772863244,1772904195,1772922060,1772867220,0.63,There will be partly cloudy today,1024,62,5.59,1.83,308,1.97,100,0.0,2.04,13.19,6.65,14.62,9.18,11.35,6.87,12.18,8.63,10.34,6.28,,48.0448,7.308,Eguisheim,804,Clouds,overcast clouds,04d,2026-03-07 11:00:00,2,2,1.4285714285714286,0.78125
1772967600,1772949524,1772990684,0,1772954820,0.66,Expect a day of partly cloudy with rain,1024,64,7.6,1.72,352,1.42,72,0.72,2.12,14.95,7.49,16.01,10.23,11.2,7.49,14.17,9.58,10.62,7.49,1.05,48.0448,7.308,Eguisheim,500,Rain,light rain,10d,2026-03-08 11:00:00,1,0,1.4285714285714286,0.78125
1773054000,1773035803,1773077174,1773012660,1773042660,0.69,"The day will start with partly cloudy through the late morning hours, transitioning to rain",1024,65,8.22,1.95,348,1.88,80,0.72,2.35,15.31,7.9,15.46,10.38,11.48,7.9,14.59,9.72,10.85,7.9,1.19,48.0448,7.308,Eguisheim,500,Rain,light rain,10d,2026-03-09 11:00:00,1,0,1.4285714285714286,0.78125
1773140400,1773122082,1773163663,1773103200,1773130980,0.72,Expect a day of partly cloudy with rain,1025,59,7.39,1.27,95,1.06,48,0.54,3.0,15.94,8.51,15.94,11.41,12.32,9.26,15.13,10.67,11.54,9.26,0.54,48.0448,7.308,Eguisheim,500,Rain,light rain,10d,2026-03-10 11:00:00,1,0,1.4285714285714286,0.78125
1773226800,1773208361,1773250152,1773193380,1773219840,0.75,"You can expect partly cloudy in the morning, with rain in the afternoon",1024,47,4.61,5.71,226,10.23,100,0.43,3.0,16.44,9.33,16.44,10.65,10.85,9.33,15.37,9.94,9.92,9.33,0.21,48.0448,7.308,Eguisheim,500,Rain,light rain,10d,2026-03-11 11:00:00,1,0,1.4285714285714286,0.78125
1772712000,1772692667,1772733073,1772742780,1772694420,0.57,"You can expect clear sky in the morning, with partly cloudy in the afternoon",1015,66,9.23,5.69,172,10.53,11,0.0,1.62,15.25,5.84,16.09,10.67,12.06,5.92,14.55,10.17,11.59,3.1,,49.2765,-0.7025,Bayeux,801,Clouds,few clouds,02d,2026-03-05 12:00:00,4,5,1.2857142857142858,0.7500000000000001
1772798400,1772778944,1772819568,1772833560,1772781660,0.6,Expect a day of partly cloudy with rain,1021,95,10.51,3.28,51,4.8,100,1.0,0.83,11.37,9.73,14.02,9.97,10.06,10.29,11.04,9.13,9.63,9.8,1.99,49.2765,-0.7025,Bayeux,500,Rain,light rain,10d,2026-03-06 12:00:00,1,0,1.2857142857142858,0.7500000000000001
1772884800,1772865219,1772906063,1772924340,1772868960,0.63,There will be partly cloudy today,1024,83,10.94,4.03,41,5.69,100,0.0,1.52,13.7,8.98,14.56,9.81,9.1,9.17,13.29,8.3,7.41,8.12,,49.2765,-0.7025,Bayeux,804,Clouds,overcast clouds,04d,2026-03-07 12:00:00,2,2,1.2857142857142858,0.7500000000000001
1772971200,1772951495,1772992558,0,1772956440,0.66,There will be partly cloudy today,1020,67,9.57,5.39,183,7.47,42,0.0,2.22,15.71,8.26,15.76,9.74,11.29,8.26,15.09,8.39,10.67,6.54,,49.2765,-0.7025,Bayeux,802,Clouds,scattered clouds,03d,2026-03-08 12:00:00,3,3,1.2857142857142858,0.7500000000000001
1773057600,1773037770,1773079052,1773015060,1773044280,0.69,Expect a day of partly cloudy with rain,1020,67,7.82,5.65,178,10.02,54,1.0,2.45,13.94,8.02,14.07,8.8,9.98,8.02,13.14,7.28,9.53,6.0,2.51,49.2765,-0.7025,Bayeux,500,Rain,light rain,10d,2026-03-09 12:00:00,1,0,1.2857142857142858,0.7500000000000001
1773144000,1773124044,1773165546,1773105600,1773132480,0.72,Expect a day of partly cloudy with rain,1022,71,8.31,3.09,178,3.44,99,0.53,3.0,13.43,7.36,13.99,9.25,10.13,7.36,12.68,7.56,9.42,6.7,0.6,49.2765,-0.7025,Bayeux,500,Rain,light rain,10d,2026-03-10 12:00:00,1,0,1.2857142857142858,0.7500000000000001
1773230400,1773210318,1773252040,1773195840,1773221340,0.75,Expect a day of partly cloudy with rain,1022,69,5.69,8.19,285,13.27,94,0.99,3.0,11.12,4.01,11.12,4.01,6.83,9.17,10.09,1.08,3.88,6.04,0.84,49.2765,-0.7025,Bayeux,500,Rain,light rain,10d,2026-03-11 12:00:00,1,-1,1.2857142857142858,0.7500000000000001
1772708400,1772690711,1772731655,1772740560,1772692980,0.57,Expect a day of partly cloudy with rain,1020,43,1.1,4.94,116,10.16,100,0.23,2.25,9.97,3.17,12.1,7.2,9.52,3.17,7.67,5.26,8.18,0.5,0.28,43.7497,6.3286,Gorges du Verdon,500,Rain,light rain,10d,2026-03-05 11:00:00,1,0,1.1428571428571428,0.71875
1772794800,1772777007,1772818131,1772831040,1772780520,0.6,There will be partly cloudy today,1018,45,1.38,5.62,123,11.4,100,0.04,1.99,12.55,5.81,13.09,6.33,9.36,5.84,11.04,5.38,8.04,4.34,,43.7497,6.3286,Gorges du Verdon,804,Clouds,overcast clouds,04d,2026-03-06 11:00:00,2,2,1.1428571428571428,0.71875
1772881200,1772863302,1772904606,1772921460,1772868120,0.63,There will be partly cloudy today,1023,58,3.7,5.07,136,8.29,100,0.0,1.98,11.36,5.65,11.78,6.66,7.74,5.9,10.07,5.62,5.76,4.42,,43.7497,6.3286,Gorges du Verdon,804,Clouds,overcast clouds,04d,2026-03-07 11:00:00,2,2,1.1428571428571428,0.71875
1772967600,1772949597,1772991081,0,1772955900,0.66,"There will be rain until morning, then partly cloudy",1025,55,2.11,4.91,123,6.89,95,0.2,2.0,10.43,4.81,10.73,4.81,5.52,5.0,8.96,2.68,3.27,3.25,0.16,43.7497,6.3286,Gorges du Verdon,500,Rain,light rain,10d,2026-03-08 11:00:00,1,0,1.1428571428571428,0.71875
1773054000,1773035891,1773077556,1773011820,1773044040,0.69,"You can expect rain in the morning, with partly cloudy in the afternoon",1027,74,3.11,4.44,124,7.66,100,0.55,0.96,7.08,4.13,9.42,4.13,6.09,5.95,4.9,1.9,4.14,4.35,1.28,43.7497,6.3286,Gorges du Verdon,500,Rain,light rain,10d,2026-03-09 11:00:00,1,0,1.1428571428571428,0.71875
1773140400,1773122185,1773164031,1773102120,1773132540,0.72,There will be partly cloudy today,1026,46,0.84,4.72,128,7.13,100,0.0,1.0,11.68,3.25,11.68,4.76,5.5,3.25,10.1,2.82,3.38,0.76,,43.7497,6.3286,Gorges du Verdon,804,Clouds,overcast clouds,04d,2026-03-10 11:00:00,2,2,1.1428571428571428,0.71875
1773226800,1773208478,1773250505,1773192180,1773221520,0.75,There will be partly cloudy today,1026,47,1.64,3.3,170,2.72,100,0.0,1.0,12.17,3.64,12.17,5.04,5.69,3.64,10.67,5.04,4.85,1.79,,43.7497,6.3286,Gorges du Verdon,804,Clouds,overcast clouds,04d,2026-03-11 11:00:00,2,2,1.1428571428571428,0.71875
1772712000,1772691855,1772732873,1772741760,1772694180,0.57,Expect a day of partly cloudy with rain,1012,62,5.83,2.49,10,2.03,97,0.93,2.38,12.69,5.64,13.93,5.64,8.29,10.51,11.63,4.36,8.29,9.5,2.78,42.9455,1.4066,Ariege,501,Rain,moderate rain,10d,2026-03-05 12:00:00,1,0,0.8571428571428571,0.65625
1772798400,1772778154,1772819346,1772832120,1772781780,0.6,Expect a day of partly cloudy with rain,1015,97,6.59,1.48,249,1.08,100,1.0,0.61,6.64,5.04,7.19,6.05,6.03,5.76,6.64,6.05,6.03,5.76,4.4,42.9455,1.4066,Ariege,500,Rain,light rain,10d,2026-03-06 12:00:00,1,0,0.8571428571428571,0.65625
1772884800,1772864452,1772905819,1772922540,1772869440,0.63,Expect a day of partly cloudy with rain,1019,71,5.13,1.71,207,2.42,91,1.0,1.59,9.87,4.91,10.08,4.95,6.45,4.91,9.87,3.63,6.45,4.91,2.35,42.9455,1.4066,Ariege,500,Rain,light rain,10d,2026-03-07 12:00:00,1,0,0.8571428571428571,0.65625
1772971200,1772950749,1772992292,0,1772957280,0.66,Expect a day of partly cloudy with rain,1021,61,2.9,2.81,193,2.88,0,1.0,3.17,9.65,2.08,9.65,3.64,4.91,2.08,9.65,1.02,3.84,-0.45,1.72,42.9455,1.4066,Ariege,500,Rain,light rain,10d,2026-03-08 12:00:00,1,1,0.8571428571428571,0.65625
1773057600,1773037046,1773078764,1773012900,1773045420,0.69,Expect a day of partly cloudy with clear spells,1019,47,0.91,2.78,198,3.03,2,0.0,3.84,11.43,1.79,11.58,5.87,6.58,1.79,9.86,3.71,5.6,-0.78,,42.9455,1.4066,Ariege,800,Clear,clear sky,01d,2026-03-09 12:00:00,5,6,0.8571428571428571,0.65625
1773144000,1773123342,1773165236,1773103200,1773133920,0.72,"You can expect partly cloudy in the morning, with rain in the afternoon",1018,48,1.42,3.45,186,3.89,100,0.88,4.0,11.76,3.99,11.76,6.1,6.51,4.02,10.24,5.15,5.07,1.16,2.28,42.9455,1.4066,Ariege,500,Rain,light rain,10d,2026-03-10 12:00:00,1,0,0.8571428571428571,0.65625
1773230400,1773209637,1773251708,1773193140,1773222960,0.75,"The day will start with partly cloudy through the late morning hours, transitioning to rain",1025,88,6.19,2.05,4,2.4,99,1.0,4.0,7.69,4.06,7.69,5.38,5.76,4.31,6.46,5.38,5.76,4.31,6.3,42.9455,1.4066,Ariege,501,Rain,moderate rain,10d,2026-03-11 12:00:00,1,-1,0.8571428571428571,0.65625
1772708400,1772691162,1772731922,1772741100,1772693280,0.57,"There will be clear sky until morning, then partly cloudy",1019,56,6.52,3.74,159,10.66,100,0.0,2.07,15.55,5.5,18.07,13.68,15.98,5.86,14.62,12.83,15.1,5.13,,45.7578,4.832,Lyon,804,Clouds,overcast clouds,04d,2026-03-05 11:00:00,2,2,0.7142857142857143,0.625
1772794800,1772777451,1772818404,1772831640,1772780700,0.6,Expect a day of partly cloudy with rain,1020,67,9.4,3.31,216,9.58,100,0.5,2.17,15.82,11.61,17.57,12.87,16.14,11.69,15.21,12.33,15.45,11.29,0.98,45.7578,4.832,Lyon,500,Rain,light rain,10d,2026-03-06 11:00:00,1,0,0.7142857142857143,0.625
1772881200,1772863740,1772904887,1772922180,1772868180,0.63,Expect a day of partly cloudy with rain,1022,64,8.97,2.78,165,6.1,98,0.79,2.12,16.23,11.2,18.31,12.77,15.77,11.44,15.58,12.14,15.07,10.94,1.09,45.7578,4.832,Lyon,500,Rain,light rain,10d,2026-03-07 11:00:00,1,0,0.7142857142857143,0.625
1772967600,1772950028,1772991368,0,1772955900,0.66,There will be partly cloudy today,1024,50,5.93,4.51,173,10.94,91,0.01,2.46,16.77,11.47,17.05,13.0,14.22,11.47,15.81,12.03,13.39,10.63,,45.7578,4.832,Lyon,804,Clouds,overcast clouds,04d,2026-03-08 11:00:00,2,2,0.7142857142857143,0.625
1773054000,1773036316,1773077850,1773012660,1773043920,0.69,"You can expect rain in the morning, with partly cloudy in the afternoon",1025,86,7.88,4.33,179,11.77,100,1.0,1.05,10.48,10.37,11.75,10.58,10.6,10.37,9.83,9.89,9.83,9.73,7.11,45.7578,4.832,Lyon,501,Rain,moderate rain,10d,2026-03-09 11:00:00,1,-1,0.7142857142857143,0.625
1773140400,1773122603,1773164331,1773103080,1773132300,0.72,"There will be rain until morning, then partly cloudy",1025,55,6.64,4.62,171,7.94,87,0.63,2.0,16.05,9.59,16.38,11.9,13.73,9.59,15.15,11.05,12.88,9.18,0.72,45.7578,4.832,Lyon,500,Rain,light rain,10d,2026-03-10 11:00:00,1,0,0.7142857142857143,0.625
1773226800,1773208890,1773250812,1773193200,1773221220,0.75,There will be partly cloudy today,1025,44,4.64,4.88,166,7.86,100,0.0,2.0,17.42,9.18,17.47,12.93,15.12,9.18,16.37,12.13,14.18,8.57,,45.7578,4.832,Lyon,804,Clouds,overcast clouds,04d,2026-03-11 11:00:00,2,2,0.7142857142857143,0.625
1772712000,1772692827,1772733302,1772742960,1772694660,0.57,"You can expect clear sky in the morning, with partly cloudy in the afternoon",1014,73,9.72,6.45,155,10.8,8,0.01,1.7,14.68,7.79,15.82,11.5,12.69,7.9,14.11,11.11,12.31,5.37,,48.636,-1.5115,Mont Saint Michel,800,Clear,clear sky,01d,2026-03-05 12:00:00,5,6,0.7142857142857143,0.625
1772798400,1772779106,1772819795,1772833620,1772781900,0.6,Expect a day of partly cloudy with rain,1021,83,11.21,2.43,136,3.91,100,1.0,1.48,14.32,10.42,15.93,11.78,12.45,10.93,13.97,11.29,11.94,10.53,1.86,48.636,-1.5115,Mont Saint Michel,500,Rain,light rain,10d,2026-03-06 12:00:00,1,0,0.7142857142857143,0.625
1772884800,1772865384,1772906287,1772924400,1772869260,0.63,Expect a day of partly cloudy with rain,1023,76,11.25,3.0,108,4.35,100,1.0,1.72,15.61,10.59,16.86,12.21,13.66,10.69,15.21,11.81,13.3,10.22,3.01,48.636,-1.5115,Mont Saint Michel,500,Rain,light rain,10d,2026-03-07 12:00:00,1,0,0.7142857142857143,0.625
1772971200,1772951662,1772992779,0,1772956800,0.66,"You can expect partly cloudy in the morning, with rain in the afternoon",1020,75,10.11,6.12,189,8.14,40,0.72,2.33,14.81,9.09,14.81,9.55,11.25,9.09,14.3,8.01,10.81,7.19,1.04,48.636,-1.5115,Mont Saint Michel,500,Rain,light rain,10d,2026-03-08 12:00:00,1,0,0.7142857142857143,0.625
1773057600,1773037939,1773079271,1773015060,1773044640,0.69,Expect a day of partly cloudy with rain,1020,78,8.54,5.96,163,11.09,83,0.77,2.18,12.35,7.04,13.22,9.44,10.68,7.04,11.68,8.31,10.02,4.11,1.17,48.636,-1.5115,Mont Saint Michel,500,Rain,light rain,10d,2026-03-09 12:00:00,1,0,0.7142857142857143,0.625
1773144000,1773124216,1773165762,1773105600,1773132960,0.72,Expect a day of partly cloudy with rain,1022,73,8.33,3.11,183,3.76,95,0.77,3.0,13.25,8.28,14.41,9.56,11.23,8.31,12.54,7.92,10.63,7.7,1.26,48.636,-1.5115,Mont Saint Michel,500,Rain,light rain,10d,2026-03-10 12:00:00,1,0,0.7142857142857143,0.625
1773230400,1773210492,1773252254,1773195780,1773221760,0.75,Expect a day of partly cloudy with rain,1024,76,6.27,7.49,300,12.46,99,0.46,3.0,10.49,6.18,10.49,6.18,7.47,8.82,9.58,4.07,4.83,6.22,0.27,48.636,-1.5115,Mont Saint Michel,500,Rain,light rain,10d,2026-03-11 12:00:00,1,-1,0.7142857142857143,0.625
1772712000,1772692951,1772733425,1772743080,1772694780,0.57,"You can expect clear sky in the morning, with partly cloudy in the afternoon",1014,75,9.2,5.61,153,10.89,5,0.11,1.7,13.75,8.1,14.9,11.25,12.89,8.17,13.14,10.83,12.48,5.59,,48.6495,-2.026,St Malo,800,Clear,clear sky,01d,2026-03-05 12:00:00,5,6,0.5714285714285714,0.5937500000000001
1772798400,1772779230,1772819918,1772833800,1772782020,0.6,Expect a day of partly cloudy with rain,1021,92,10.56,3.16,352,3.43,100,1.0,1.42,11.91,10.56,13.26,10.92,11.42,10.58,11.56,10.47,11.07,10.23,4.1,48.6495,-2.026,St Malo,501,Rain,moderate rain,10d,2026-03-06 12:00:00,1,0,0.5714285714285714,0.5937500000000001
1772884800,1772865508,1772906410,0,1772869380,0.63,Expect a day of partly cloudy with rain,1023,82,10.37,3.13,18,3.58,100,1.0,1.8,13.45,10.4,13.96,11.28,11.5,10.58,12.99,11.0,11.26,10.12,6.29,48.6495,-2.026,St Malo,501,Rain,moderate rain,10d,2026-03-07 12:00:00,1,-1,0.5714285714285714,0.5937500000000001
1772971200,1772951786,1772992902,1772924520,1772956920,0.66,Expect a day of partly cloudy with rain,1020,81,10.15,6.33,181,9.09,48,0.8,2.31,13.45,9.49,13.84,9.49,11.41,9.51,12.97,7.21,10.83,7.57,0.42,48.6495,-2.026,St Malo,500,Rain,light rain,10d,2026-03-08 12:00:00,1,0,0.5714285714285714,0.5937500000000001
1773057600,1773038063,1773079394,1773015180,1773044760,0.69,Expect a day of partly cloudy with rain,1019,81,8.6,6.12,169,9.78,97,0.2,2.03,11.93,7.17,12.37,10.2,11.12,7.17,11.29,9.5,10.43,4.01,0.39,48.6495,-2.026,St Malo,500,Rain,light rain,10d,2026-03-09 12:00:00,1,0,0.5714285714285714,0.5937500000000001
1773144000,1773124340,1773165885,1773105720,1773133080,0.72,Expect a day of partly cloudy with rain,1022,79,8.46,4.24,206,7.45,100,0.3,3.0,12.19,9.31,13.28,9.89,11.54,9.45,11.53,7.76,10.94,8.92,0.42,48.6495,-2.026,St Malo,500,Rain,light rain,10d,2026-03-10 12:00:00,1,0,0.5714285714285714,0.5937500000000001
1773230400,1773210616,1773252377,1773195960,1773221880,0.75,Expect a day of partly cloudy with rain,1024,74,5.73,8.38,298,12.24,100,0.66,3.0,10.31,7.69,10.31,7.69,8.46,9.34,9.33,5.21,5.44,6.42,0.36,48.6495,-2.026,St Malo,500,Rain,light rain,10d,2026-03-11 12:00:00,1,-1,0.5714285714285714,0.5937500000000001
1772712000,1772691915,1772732838,1772741880,1772694180,0.57,Expect a day of partly cloudy with rain,1015,69,10.77,10.61,119,18.07,98,0.49,2.21,16.47,10.9,16.47,13.14,13.36,12.36,15.97,12.52,12.71,11.69,0.56,44.0176,1.355,Montauban,500,Rain,light rain,10d,2026-03-05 12:00:00,1,-1,0.42857142857142855,0.5625
1772798400,1772778210,1772819314,1772832300,1772781660,0.6,There will be partly cloudy today,1017,76,9.05,9.14,126,16.09,100,0.04,1.19,13.34,11.66,14.01,11.66,12.34,12.92,12.71,10.79,11.54,12.28,,44.0176,1.355,Montauban,804,Clouds,overcast clouds,04d,2026-03-06 12:00:00,2,1,0.42857142857142855,0.5625
1772884800,1772864505,1772905791,1772922780,1772869260,0.63,Expect a day of partly cloudy with rain,1020,75,8.8,6.62,123,13.76,100,0.99,0.9,13.01,11.05,14.52,11.05,11.59,12.53,12.32,10.38,11.1,11.77,0.7,44.0176,1.355,Montauban,500,Rain,light rain,10d,2026-03-07 12:00:00,1,0,0.42857142857142855,0.5625
1772971200,1772950798,1772992267,0,1772957100,0.66,Expect a day of partly cloudy with rain,1021,61,7.59,5.13,140,9.14,20,0.83,2.83,15.13,7.76,16.14,9.23,11.73,7.76,14.29,8.64,10.94,6.36,1.26,44.0176,1.355,Montauban,500,Rain,light rain,10d,2026-03-08 12:00:00,1,1,0.42857142857142855,0.5625
1773057600,1773037092,1773078742,1773013140,1773045180,0.69,There will be partly cloudy today,1021,67,8.57,6.39,104,12.79,38,0.7,3.31,14.82,7.08,16.82,11.71,11.99,7.08,14.11,10.66,11.12,5.48,,44.0176,1.355,Montauban,802,Clouds,scattered clouds,03d,2026-03-09 12:00:00,3,3,0.42857142857142855,0.5625
1773144000,1773123385,1773165218,1773103440,1773133680,0.72,Expect a day of partly cloudy with rain,1020,63,9.83,8.7,135,14.22,84,1.0,4.0,16.82,10.22,16.82,12.76,13.18,11.77,16.2,12.28,12.62,11.09,1.74,44.0176,1.355,Montauban,500,Rain,light rain,10d,2026-03-10 12:00:00,1,-1,0.42857142857142855,0.5625
1773230400,1773209677,1773251693,1773193500,1773222660,0.75,Expect a day of partly cloudy with rain,1026,82,9.25,5.43,150,11.58,99,0.33,4.0,12.26,10.69,13.05,11.15,11.85,10.69,11.68,10.7,11.39,10.16,0.42,44.0176,1.355,Montauban,500,Rain,light rain,10d,2026-03-11 12:00:00,1,0,0.42857142857142855,0.5625
1772708400,1772691435,1772732488,1772741340,1772693820,0.57,Expect a day of partly cloudy with rain,1018,93,11.62,6.01,120,11.31,100,1.0,1.28,13.52,12.32,13.62,13.37,13.51,12.97,13.36,13.19,13.37,12.8,18.22,42.5251,3.0832,Collioure,502,Rain,heavy intensity rain,10d,2026-03-05 11:00:00,1,-2,0.14285714285714285,0.5
1772794800,1772777735,1772818960,1772831700,1772781360,0.6,There will be rain today,1018,88,10.07,7.14,120,12.64,100,1.0,1.32,12.76,11.81,13.35,12.12,11.97,12.82,12.39,11.87,11.7,12.64,24.66,42.5251,3.0832,Collioure,501,Rain,moderate rain,10d,2026-03-06 11:00:00,1,-3,0.14285714285714285,0.5
1772881200,1772864034,1772905432,1772922060,1772869080,0.63,Expect a day of partly cloudy with rain,1021,78,10.83,4.63,141,5.67,100,1.0,1.68,15.36,10.61,16.67,10.61,14.36,12.04,14.99,10.05,13.86,11.86,12.73,42.5251,3.0832,Collioure,501,Rain,moderate rain,10d,2026-03-07 11:00:00,1,-2,0.14285714285714285,0.5
1772967600,1772950333,1772991903,0,1772956980,0.66,Expect a day of partly cloudy with clear spells,1023,59,6.93,5.79,146,7.66,33,0.0,2.85,15.65,9.74,15.87,11.14,11.85,9.74,14.81,10.58,11.39,8.28,,42.5251,3.0832,Collioure,802,Clouds,scattered clouds,03d,2026-03-08 11:00:00,3,3,0.14285714285714285,0.5
1773054000,1773036631,1773078374,1773012360,1773045120,0.69,Expect a day of partly cloudy with clear spells,1022,55,6.14,6.74,154,9.36,0,0.0,3.59,16.18,8.8,16.4,10.28,11.97,8.8,15.29,9.64,11.29,7.99,,42.5251,3.0832,Collioure,800,Clear,clear sky,01d,2026-03-09 11:00:00,5,6,0.14285714285714285,0.5
1773140400,1773122928,1773164845,1773102660,1773133620,0.72,"There will be partly cloudy until morning, then rain",1022,80,11.16,5.46,146,8.83,100,1.0,4.0,15.46,11.06,15.46,13.18,13.21,12.31,15.15,13.03,13.09,12.05,7.23,42.5251,3.0832,Collioure,500,Rain,light rain,10d,2026-03-10 11:00:00,1,-1,0.14285714285714285,0.5
1773226800,1773209225,1773251315,1773192600,1773222660,0.75,There will be rain today,1026,81,11.12,3.8,148,6.04,100,0.96,4.0,15.18,12.0,15.18,12.09,12.49,12.28,14.87,11.84,12.2,12.02,3.42,42.5251,3.0832,Collioure,500,Rain,light rain,10d,2026-03-11 11:00:00,1,0,0.14285714285714285,0.5
1772708400,1772690912,1772731877,1772740800,1772693220,0.57,There will be partly cloudy today,1018,46,4.69,8.69,91,14.75,100,0.0,2.18,15.87,7.71,17.24,14.16,15.12,8.11,14.71,13.07,14.02,5.41,,43.5298,5.4475,Aix en Provence,804,Clouds,overcast clouds,04d,2026-03-05 11:00:00,2,1,0.0,0.46875
1772794800,1772777209,1772818352,1772831220,1772780700,0.6,There will be partly cloudy today,1019,50,5.68,7.34,114,13.5,100,0.06,2.07,16.47,13.33,17.75,13.71,15.45,13.74,15.48,12.89,14.54,12.76,,43.5298,5.4475,Aix en Provence,804,Clouds,overcast clouds,04d,2026-03-06 11:00:00,2,1,0.0,0.46875
1772881200,1772863505,1772904826,1772921640,1772868360,0.63,"You can expect partly cloudy in the morning, with rain in the afternoon",1023,55,6.61,6.77,130,11.37,100,1.0,1.74,15.83,12.6,16.22,12.6,14.02,12.9,14.9,11.87,13.15,12.2,1.07,43.5298,5.4475,Aix en Provence,500,Rain,light rain,10d,2026-03-07 11:00:00,1,0,0.0,0.46875
1772967600,1772949800,1772991301,0,1772956200,0.66,Expect a day of partly cloudy with rain,1025,48,5.43,7.22,124,11.3,91,1.0,2.76,16.85,11.28,16.85,12.18,12.96,11.53,15.84,11.52,12.24,10.7,2.52,43.5298,5.4475,Aix en Provence,500,Rain,light rain,10d,2026-03-08 11:00:00,1,-1,0.0,0.46875
1773054000,1773036095,1773077775,1773012000,1773044280,0.69,Expect a day of partly cloudy with rain,1025,83,8.35,5.28,117,11.29,100,1.0,1.2,11.44,10.6,13.33,11.53,12.17,11.38,10.81,10.64,11.43,10.69,19.94,43.5298,5.4475,Aix en Provence,501,Rain,moderate rain,10d,2026-03-09 11:00:00,1,-2,0.0,0.46875
1773140400,1773122390,1773164249,1773102300,1773132780,0.72,There will be partly cloudy today,1026,52,5.93,7.38,117,13.26,100,0.0,2.0,16.05,10.49,16.05,12.01,13.26,10.49,15.07,11.07,12.31,9.5,,43.5298,5.4475,Aix en Provence,804,Clouds,overcast clouds,04d,2026-03-10 11:00:00,2,1,0.0,0.46875
1773226800,1773208684,1773250722,1773192300,1773221760,0.75,Expect a day of partly cloudy with rain,1027,51,6.45,4.24,95,11.37,96,1.0,2.0,16.82,9.89,16.82,12.09,13.39,9.89,15.89,11.52,12.72,8.19,2.16,43.5298,5.4475,Aix en Provence,500,Rain,light rain,10d,2026-03-11 11:00:00,1,0,0.0,0.46875
1772708400,1772691085,1772732012,1772740980,1772693340,0.57,Expect a day of partly cloudy with rain,1019,46,5.62,7.13,135,10.77,89,0.98,2.42,17.27,7.09,20.12,12.85,16.54,7.37,16.25,12.33,15.56,7.37,0.77,43.9492,4.8059,Avignon,500,Rain,light rain,10d,2026-03-05 11:00:00,1,-1,0.0,0.46875
